Year,Sex,Type,Cancer_Type,MorRate_Age_0_to_4,MorRate_Age_5_to_9,MorRate_Age_10_to_14,MorRate_Age_15_to_19,MorRate_Age_20_to_24,MorRate_Age_25_to_29,MorRate_Age_30_to_34,MorRate_Age_35_to_39,MorRate_Age_40_to_44,MorRate_Age_45_to_49,MorRate_Age_50_to_54,MorRate_Age_55_to_59,MorRate_Age_60_to_64,MorRate_Age_65_to_69,MorRate_Age_70_to_74,MorRate_Age_75_to_79,MorRate_Age_80_to_84,MorRate_Age_85+
2010,Male,Mortality,Rectal cancer,0,0,0,0,0,0,0,0,0,0,0,0.000652154,0,0.00095681,0.001217641,0.001547652,0.002140274,0.006242587
2010,Male,Mortality,Stomach cancer,0,0,0,0,0,0,0,0.000503674,0.003201058,0.004278349,0.009275362,0.014347389,0.050434457,0.072717531,0.170469766,0.227504875,0.507244826,0.973843561
2010,Male,Mortality,Testicular cancer,0,0,0,0.001083711,0.001899498,0.003932479,0.005352689,0.015613903,0.034678134,0.05240978,0.100289855,0.174777289,0.283873943,0.412384944,0.622214646,0.9100195,1.386897245,2.487670891
2010,Male,Mortality,Thyroid cancer,0.003996141,0.006675527,0.005868751,0.007044123,0.001424623,0.003932479,0.011240646,0.019139624,0.024007939,0.04652705,0.03942029,0.076302026,0.112396789,0.142564632,0.182646178,0.195004179,0.233289814,0.156064673
2010,Male,Mortality,Tongue cancer,0,0,0,0,0,0.004424039,0.011775915,0.023672692,0.052283955,0.097867243,0.150724638,0.174777289,0.232718994,0.274604359,0.331198402,0.431794967,0.669905614,1.413945939
2010,Male,Mortality,Unknown primary site,0,0,0,0,0,0,0,0,0,0.000534794,0.002898551,0.009130157,0.013689353,0.02487705,0.053576212,0.082025567,0.141258053,0.302765466
2010,Female,Mortality,Acute lymphoblastic leukaemia,0,0,0,0,0,0,0,0.000977173,0.001558344,0.000519918,0.000565585,0.001889597,0.003510866,0.003699354,0.015685747,0.01565476,0.037267659,0.053816202
2010,Female,Mortality,Acute myeloid leukaemia,0,0,0,0.001146414,0.001021508,0.001518303,0.003741975,0.007817386,0.0140251,0.025475985,0.048074748,0.081252677,0.142541165,0.209013475,0.333882334,0.455292614,0.6164692,0.8594764
2010,Female,Mortality,Anal cancer,0,0,0,0,0,0.001012202,0.000534568,0.003908693,0.011947307,0.020276804,0.037328628,0.057947646,0.088473826,0.111905445,0.17254322,0.187857124,0.152176276,0.167779923
2010,Female,Mortality,Bladder cancer,0,0,0,0,0,0.001012202,0.001069136,0.003908693,0.011947307,0.020796722,0.037328628,0.057947646,0.089176,0.111905445,0.17366363,0.190466251,0.156834733,0.169362753
2010,Female,Mortality,Bowel cancer,0,0,0.000621736,0,0.001021508,0.002024404,0.000534568,0.002442933,0.000519448,0.000519918,0.001131171,0.001889597,0,0.003699354,0.011204105,0.01174107,0.017081011,0.009496977
2010,Female,Mortality,Brain cancer,0.00060064,0.00190796,0.000621736,0.000573207,0,0.000506101,0.001069136,0.000977173,0.005194481,0.010918279,0.024885752,0.05290872,0.063897764,0.100807384,0.119883925,0.177420617,0.208077765,0.273829498
2010,Female,Mortality,Breast cancer,0,0,0,0,0,0,0,0.000977173,0.001558344,0.002079672,0.007352608,0.00881812,0.022469543,0.026820313,0.04369601,0.048268844,0.031056383,0.033239419
2010,Female,Mortality,Cervical cancer,0.001801921,0,0.000621736,0.000573207,0.001532262,0.001518303,0,0.003420106,0.007791722,0.021836559,0.0537306,0.071174826,0.099708598,0.155372849,0.196071841,0.273958306,0.287271541,0.272246668
2010,Female,Mortality,Chronic lymphocytic leukaemia,0,0,0,0,0,0.002024404,0.003207407,0.010260319,0.034283577,0.081627136,0.182118456,0.340757351,0.605975494,0.986802556,1.417319306,1.639836147,1.950340844,1.524264776
2010,Female,Mortality,Chronic myeloid leukaemia,0,0.000635987,0,0,0.002043016,0.004554909,0.010691357,0.015146185,0.022855718,0.029115411,0.049771504,0.066765766,0.095495559,0.152598333,0.196071841,0.217862082,0.313669467,0.329228529
2010,Female,Mortality,Colon cancer,0,0,0,0,0,0,0.000534568,0.000977173,0.000519448,0.004679263,0.007918194,0.021415434,0.042130394,0.080460939,0.115402283,0.14350197,0.152176276,0.102883915
2010,Female,Mortality,Head and neck excluding lip,0,0,0,0,0,0,0.000534568,0.000977173,0.003636137,0.004159344,0.011311705,0.022675166,0.051960819,0.092483838,0.133328852,0.169593237,0.187891116,0.220013296
2010,Female,Mortality,Head and neck including lip,0,0,0.001243472,0.000573207,0.000510754,0.002024404,0.003741975,0.004885866,0.00571393,0.012997952,0.019795484,0.047869794,0.06319559,0.127627697,0.205035125,0.276567433,0.388204786,0.47326601
2010,Female,Mortality,Hodgkin lymphoma,0,0,0,0,0,0.000506101,0.000534568,0.000977173,0.003116689,0.003119508,0.00961495,0.011337583,0.015447811,0.03421902,0.049298063,0.070446422,0.131989627,0.276995157
2010,Female,Mortality,Kidney cancer,0,0,0,0,0,0.000506101,0.000534568,0.002442933,0.008830618,0.017157296,0.033369531,0.054798317,0.082856441,0.150748657,0.192710609,0.186552561,0.282613084,0.308651746
2010,Female,Mortality,Laryngeal cancer,0,0,0,0,0,0.001518303,0.000534568,0.001954346,0.009350066,0.022356477,0.055992941,0.096369454,0.148860724,0.254330556,0.342845619,0.470947374,0.549697977,0.629966127
2010,Female,Mortality,Liver cancer,0,0,0,0,0.001021508,0.002530505,0.001603703,0.007328799,0.019739029,0.025475985,0.049771504,0.087551334,0.134115086,0.189591869,0.23864744,0.311790644,0.389757605,0.402038684
2010,Female,Mortality,Lung cancer,0,0,0,0,0,0.001012202,0.003207407,0.006351626,0.014544548,0.021836559,0.026582508,0.044720466,0.080047748,0.098957707,0.133328852,0.186552561,0.282613084,0.367216436
2010,Female,Mortality,Melanoma of the skin,0,0,0,0,0,0.000506101,0,0.000977173,0.000519448,0.003119508,0.003393512,0.003779194,0.008426079,0.009248384,0.015685747,0.037832338,0.034162021,0.031656589
2010,Female,Mortality,Mesothelioma,0,0,0,0,0,0.001012202,0,0.000488587,0.001038896,0.005199181,0.007352608,0.010077851,0.012639118,0.022196121,0.036973547,0.035223211,0.029503564,0.026908101
2010,Female,Mortality,Myeloma,0,0,0,0,0.000510754,0.002024404,0.003741975,0.006840213,0.007791722,0.028595493,0.048640333,0.066765766,0.122880315,0.195140899,0.313714945,0.43833329,0.667712232,0.954446168
2010,Female,Mortality,Non-Hodgkin lymphoma,0.00060064,0.00381592,0,0.003439243,0.00255377,0.002024404,0.001069136,0.000488587,0.001038896,0.001039836,0.002262341,0.003779194,0.000702173,0.002774515,0.005602053,0.006522817,0.010869734,0.004748488
2010,Female,Mortality,Non-melanoma skin cancer all types,0.001801921,0,0.001243472,0.001719621,0.001532262,0.001012202,0.001069136,0.001954346,0.003116689,0.006239017,0.00961495,0.017006374,0.02387389,0.065663525,0.084030789,0.096537689,0.107144521,0.079141473
2010,Female,Mortality,Oesophageal cancer,0,0,0,0,0,0,0,0,0,0,0.000565585,0.000629866,0.000702173,0,0.001120411,0.001304563,0.004658457,0.007914147
2010,Female,Mortality,Ovarian cancer,0,0,0,0,0,0,0,0,0.001038896,0.00259959,0.007352608,0.014486911,0.033002142,0.045317081,0.106438999,0.165679547,0.232922871,0.335559847
2010,Female,Mortality,Pancreatic cancer,0,0,0,0,0.001021508,0.003542707,0.002672839,0.008794559,0.009869515,0.025995903,0.046943577,0.093220125,0.159393322,0.228435081,0.385421218,0.490515824,0.492243668,0.56348729
2010,Female,Mortality,Rectal cancer,0.001801921,0.005087893,0.003730415,0.002292829,0.001532262,0.003542707,0.005880246,0.009771732,0.014544548,0.02131664,0.031672775,0.04849966,0.081452094,0.100807384,0.099716536,0.088710309,0.091616329,0.050650543
2010,Female,Mortality,Stomach cancer,0,0,0,0,0,0,0,0,0,0,0,0.001259731,0.00210652,0.001849677,0.004481642,0.001304563,0.004658457,0.012662636
2010,Female,Mortality,Thyroid cancer,0,0,0,0,0,0,0.000534568,0,0,0.000519918,0.002827926,0.003779194,0.011936945,0.019421606,0.031371495,0.040441464,0.057454308,0.099718256
2010,Female,Mortality,Tongue cancer,0,0,0,0,0,0,0,0,0,0,0.000565585,0.001889597,0.002808693,0.00554903,0.005602053,0.010436507,0.015528191,0.023742442
2010,Female,Mortality,Unknown primary site,0,0,0,0,0.000510754,0.000506101,0.001069136,0.003908693,0.004675033,0.010398361,0.023188996,0.043460734,0.075834708,0.098032869,0.170302399,0.266130926,0.293482818,0.318148723
2010,Female,Mortality,Uterine cancer,0,0,0,0,0,0.000506101,0.001603703,0.002442933,0.004155585,0.012997952,0.033935116,0.04849966,0.073728189,0.094333515,0.131088031,0.130456336,0.138200904,0.11871221
2010,Persons,Mortality,Acute lymphoblastic leukaemia,0,0,0,0,0,0.000498725,0.000802377,0.001240039,0.00210554,0.006590637,0.017176818,0.024671422,0.037694384,0.047968172,0.068269741,0.070787439,0.081891975,0.079818518
2010,Persons,Mortality,Acute myeloid leukaemia,0,0,0,0,0,0.000249362,0.000267459,0.000744024,0.000526385,0.001581753,0.00028628,0.000640816,0,0.002821657,0.003501012,0.00637087,0.002699735,0.003150731
2010,Persons,Mortality,Anal cancer,0.00029269,0,0,0,0,0,0.000267459,0.000496016,0.002895118,0.006590637,0.008015848,0.015699996,0.023825695,0.03338961,0.037344132,0.04671971,0.082791886,0.095572173
2010,Persons,Mortality,Bladder cancer,0,0,0,0,0,0,0,0.000248008,0,0.000527251,0.004007924,0.004165305,0.00817897,0.01363801,0.023340083,0.024775604,0.031496913,0.028356579
2010,Persons,Mortality,Bowel cancer,0.000585381,0,0,0.000278545,0.000246081,0.000748087,0.001069836,0.001240039,0.001579155,0.007117888,0.021184742,0.033322439,0.03556074,0.055022315,0.078189276,0.089900048,0.098990299,0.080868762
2010,Persons,Mortality,Brain cancer,0,0,0,0,0,0.000748087,0.000534918,0.002728087,0.008422161,0.02451717,0.048667651,0.099326502,0.181004164,0.332014992,0.46680165,0.596738115,0.724429006,0.653251554
2010,Persons,Mortality,Breast cancer,0.00029269,0,0,0.000278545,0,0.001496174,0.002674591,0.00471215,0.004474273,0.009754143,0.013455174,0.024671422,0.039828028,0.054081762,0.074688264,0.086360676,0.132287036,0.15228533
2010,Persons,Mortality,Chronic lymphocytic leukaemia,0,0,0,0,0,0,0,0,0.000526385,0.000527251,0.002576523,0.008010202,0.017424762,0.030567953,0.063018223,0.061585072,0.092690916,0.070366325
2010,Persons,Mortality,Chronic myeloid leukaemia,0,0.000310543,0,0,0,0,0,0.000248008,0.000263193,0.00289988,0.004007924,0.008971426,0.014579903,0.0296274,0.040845144,0.055922077,0.083691798,0.073517056
2010,Persons,Mortality,Colon cancer,0.00029269,0.000621085,0.000905704,0.000278545,0.000246081,0.000249362,0.002139672,0.000992032,0.00105277,0.003163506,0.00916097,0.016020404,0.02595934,0.048438448,0.061267717,0.076450435,0.131387124,0.135481432
2010,Persons,Mortality,Head and neck excluding lip,0,0,0,0,0,0,0,0,0.000789578,0.001845378,0.003435364,0.005126529,0.008534577,0.0098758,0.013420547,0.03539372,0.049495149,0.093471685
2010,Persons,Mortality,Head and neck including lip,0,0,0,0.000278545,0,0,0.000267459,0.000496016,0.003947888,0.006327012,0.015745417,0.024030605,0.047651391,0.061606181,0.075271766,0.08211343,0.09449074,0.081919005
2010,Persons,Mortality,Hodgkin lymphoma,0,0,0,0,0,0,0.001337295,0.002480079,0.002895118,0.011335896,0.015745417,0.029477543,0.040539243,0.092174134,0.116700413,0.116091401,0.165583773,0.158586792
2010,Persons,Mortality,Kidney cancer,0,0,0,0,0,0,0,0,0,0.000263625,0.003435364,0.018583668,0.047651391,0.116628496,0.199557705,0.38649942,0.704630946,1.155268022
2010,Persons,Mortality,Laryngeal cancer,0,0,0,0,0.000246081,0.001496174,0.000802377,0.002480079,0.002631925,0.007908764,0.012023773,0.025312238,0.04231728,0.066308943,0.112032396,0.121754396,0.115188712,0.162787767
2010,Persons,Mortality,Liver cancer,0,0,0,0,0.000246081,0,0.000267459,0.001736055,0.00421108,0.005799761,0.00973353,0.016981628,0.022403266,0.037622095,0.063018223,0.08211343,0.100790123,0.118677533
2010,Persons,Mortality,Lung cancer,0,0,0,0,0,0.000249362,0.000802377,0.000248008,0.00105277,0.000790876,0.001431402,0.000320408,0.000711215,0.000470276,0.000583502,0,0,0
2010,Persons,Mortality,Melanoma of the skin,0,0,0,0,0,0,0,0,0,0.000527251,0.000572561,0.000961224,0.002133644,0.000940552,0.004668017,0.002831498,0.008099206,0.005251218
2010,Persons,Mortality,Mesothelioma,0,0,0,0,0,0,0.000534918,0.000248008,0.000263193,0.001845378,0.002862803,0.004485713,0.008890185,0.0098758,0.010503037,0.012741739,0.012598765,0.008401949
2010,Persons,Mortality,Myeloma,0,0,0,0.000278545,0,0.000249362,0.001337295,0.000744024,0.004474273,0.007381514,0.010306091,0.020185709,0.037694384,0.057373696,0.079939783,0.14015913,0.195280862,0.237355066
2010,Persons,Mortality,Non-Hodgkin lymphoma,0.00029269,0.000310543,0.000301901,0.001114181,0,0.000249362,0.000267459,0.000496016,0,0.000527251,0.000572561,0.000320408,0.001778037,0.000940552,0.00291751,0.001415749,0.001799824,0.001050244
2010,Persons,Mortality,Non-melanoma skin cancer all types,0.000585381,0,0.000301901,0.000835636,0.000246081,0.000498725,0.000802377,0.001488047,0.000526385,0.002636255,0.002576523,0.003844897,0.009957007,0.021632705,0.026257593,0.03539372,0.058494268,0.06616535
2010,Persons,Mortality,Oesophageal cancer,0,0,0,0,0,0,0,0,0,0,0.00028628,0,0,0.000470276,0.000583502,0.000707874,0.001799824,0.002100487
2010,Persons,Mortality,Pancreatic cancer,0,0,0,0,0,0,0,0.000248008,0,0.001581753,0.000858841,0.000640816,0.003911681,0.0098758,0.014587552,0.030438599,0.048595238,0.130230213
2010,Persons,Mortality,Rectal cancer,0,0,0,0,0.001230403,0.000997449,0.001337295,0.003720118,0.007106198,0.009226892,0.017749379,0.03492448,0.041961673,0.071011705,0.12720345,0.171305604,0.286171955,0.483112082
2010,Persons,Mortality,Stomach cancer,0.001756142,0.002173798,0.000905704,0.001392727,0.000738242,0.001246811,0.001604754,0.003968126,0.005263851,0.007381514,0.008015848,0.014738771,0.02453691,0.030567953,0.03676063,0.04671971,0.035996472,0.038859015
2010,Persons,Mortality,Thyroid cancer,0,0,0,0,0,0.001246811,0.004011886,0.01165637,0.025529675,0.043234579,0.058973742,0.089073444,0.112016329,0.138261201,0.162797075,0.193957584,0.287971779,0.570282305
2010,Persons,Mortality,Tongue cancer,0,0,0,0,0,0.000997449,0.000534918,0.004960158,0.003947888,0.003427131,0.007157008,0.010253058,0.006400933,0.0098758,0.010503037,0.015573237,0.011698854,0.027306335
2010,Persons,Mortality,Unknown primary site,0,0,0,0,0,0,0,0,0.000263193,0.000263625,0,0.000640816,0.000711215,0.002821657,0.009919535,0.013449614,0.01979806,0.073517056
2011,Male,Mortality,Acute lymphoblastic leukaemia,0,0,0,0,0,0,0,0,0,0.000534794,0.00115942,0.001304308,0.000720492,0.00095681,0.006088206,0.007738261,0.017122188,0.043698108
2011,Male,Mortality,Acute myeloid leukaemia,0,0,0,0,0.001899498,0.00098312,0.000535269,0.00352572,0.005335097,0.011230667,0.012173913,0.036520628,0.038186089,0.07367434,0.140028736,0.219766614,0.383108961,0.980086148
2011,Male,Mortality,Anal cancer,0.001141755,0,0,0.000541856,0,0,0.000535269,0.000503674,0.002134039,0.001604381,0.009275362,0.009782311,0.015130337,0.02583386,0.028005747,0.068096697,0.0727693,0.184156314
2011,Male,Mortality,Bladder cancer,0.001141755,0,0,0.000541856,0,0,0.000535269,0.000503674,0.002134039,0.002139175,0.009275362,0.009782311,0.015130337,0.02583386,0.029223388,0.06964435,0.074909573,0.193520195
2011,Male,Mortality,Bowel cancer,0,0,0,0,0.000949749,0.00049156,0.000535269,0.001007349,0.001067019,0.000534794,0,0.002608616,0.001440984,0.00095681,0.004870565,0.01392887,0.012841641,0.018727761
2011,Male,Mortality,Brain cancer,0.000570877,0.000606866,0,0.000541856,0,0.00049156,0,0.001511023,0.003201058,0.006952318,0.002898551,0.013043081,0.018012306,0.02583386,0.053576212,0.061906088,0.164801062,0.274673825
2011,Male,Mortality,Breast cancer,0,0,0,0,0,0,0,0,0,0,0.00115942,0.000652154,0.002881969,0.004784048,0.006088206,0.009285913,0.012841641,0.018727761
2011,Male,Mortality,Chronic lymphocytic leukaemia,0,0.000606866,0.000586875,0,0.001424623,0,0.000535269,0.00352572,0.002134039,0.006417524,0.009855072,0.011738773,0.027378705,0.046883671,0.079146677,0.085120872,0.164801062,0.284037705
2011,Male,Mortality,Chronic myeloid leukaemia,0,0,0,0.000541856,0,0.00098312,0.000535269,0.004029394,0.018139331,0.035296383,0.084057971,0.13956097,0.266582129,0.398032799,0.612473516,0.733587148,1.055154849,1.417067233
2011,Male,Mortality,Colon cancer,0,0,0,0,0.000949749,0.0024578,0.001605807,0.005036743,0.011737214,0.007487111,0.017391304,0.027390471,0.033863135,0.039229194,0.063317342,0.075834958,0.121995591,0.230975716
2011,Male,Mortality,Head and neck excluding lip,0,0,0,0,0,0.00049156,0,0,0,0.001069587,0.00173913,0.001956462,0.012248368,0.016265763,0.025570465,0.026310088,0.042805471,0.049940695
2011,Male,Mortality,Head and neck including lip,0,0,0,0,0,0,0,0,0,0.002139175,0.004057971,0.009130157,0.025217228,0.039229194,0.0620997,0.078930263,0.18192325,0.215369249
2011,Male,Mortality,Hodgkin lymphoma,0,0,0,0.000541856,0.000474874,0.00196624,0,0.002014697,0.001067019,0.004813143,0.006956522,0.016303852,0.036024612,0.035401956,0.0620997,0.137741047,0.256832823,0.493164367
2011,Male,Mortality,Kidney cancer,0,0,0,0,0,0,0,0.000503674,0.00053351,0,0.002898551,0.001956462,0.002881969,0.005740858,0.012176412,0.026310088,0.040665197,0.240339597
2011,Male,Mortality,Laryngeal cancer,0,0,0,0,0.000474874,0,0,0.000503674,0.002134039,0.002673968,0.005217391,0.009130157,0.025217228,0.021049812,0.042617441,0.065001393,0.139117779,0.305886759
2011,Male,Mortality,Liver cancer,0,0,0,0,0.001424623,0.00098312,0.000535269,0.003022046,0.006402117,0.017648191,0.029565217,0.063258944,0.076372177,0.106205867,0.144899301,0.173337048,0.271814738,0.383919096
2011,Male,Mortality,Lung cancer,0,0,0,0.000541856,0,0.00049156,0.001070538,0.001511023,0.003734568,0.011765461,0.024927536,0.044346476,0.065564794,0.106205867,0.197257872,0.300244529,0.524367014,0.79280854
2011,Male,Mortality,Melanoma of the skin,0,0,0,0,0.000474874,0.00098312,0.002141075,0.004029394,0.009069666,0.007487111,0.023768116,0.034564165,0.046831996,0.070803911,0.125417042,0.154765221,0.29749802,0.455708846
2011,Male,Mortality,Mesothelioma,0,0,0.000586875,0,0,0.00049156,0.000535269,0.001511023,0.004801588,0.00588273,0.010434783,0.014999543,0.017291814,0.028704288,0.043835083,0.078930263,0.139117779,0.309008053
2011,Male,Mortality,Myeloma,0,0,0,0,0,0,0.000535269,0.000503674,0.00053351,0.000534794,0.00115942,0.001956462,0.007925415,0.004784048,0.006088206,0.02785774,0.014981915,0.062425869
2011,Male,Mortality,Non-Hodgkin lymphoma,0,0,0,0,0,0,0.000535269,0,0.001067019,0.000534794,0.004057971,0.001956462,0.004322953,0.005740858,0.002435282,0.018571827,0.012841641,0.040576815
2011,Male,Mortality,Non-melanoma skin cancer all types,0,0,0,0.000541856,0.000474874,0.00049156,0.001070538,0.00705144,0.005868607,0.006952318,0.015652174,0.024781854,0.042509042,0.07367434,0.150987507,0.224409571,0.432335252,1.211061864
2011,Male,Mortality,Oesophageal cancer,0,0,0,0,0,0,0,0.001007349,0.00053351,0.003743556,0.006956522,0.012390927,0.023055752,0.04879729,0.0620997,0.082025567,0.134837232,0.237218303
2011,Male,Mortality,Pancreatic cancer,0.001141755,0.004248063,0.000586875,0.005418556,0.002374372,0.0024578,0.001605807,0.001511023,0.001067019,0.002139175,0.003478261,0.004565078,0.004322953,0.004784048,0.012176412,0.010833565,0.019262462,0.012485174
2011,Male,Mortality,Prostate cancer,0.002854386,0,0.001760625,0.003251134,0.001899498,0.00196624,0.002676344,0.005036743,0.004268078,0.011765461,0.015072464,0.025434009,0.044670519,0.111946725,0.146116942,0.191908874,0.286796653,0.352706161
2011,Male,Mortality,Rectal cancer,0,0,0,0,0,0,0,0,0,0,0.00057971,0.000652154,0,0.00095681,0.001217641,0.001547652,0.006420821,0.00936388
2011,Male,Mortality,Stomach cancer,0,0,0,0,0,0,0,0.000503674,0.001067019,0.00588273,0.009275362,0.016303852,0.04178855,0.066976673,0.146116942,0.263100876,0.436615799,1.048754604
2011,Male,Mortality,Testicular cancer,0,0,0,0,0.003324121,0.005407159,0.005352689,0.016621252,0.024541448,0.045457463,0.084057971,0.167603595,0.248569823,0.380810226,0.684314346,0.956449067,1.35907369,2.546975467
2011,Male,Mortality,Thyroid cancer,0.005137895,0.009102991,0.005281876,0.004876701,0.002849246,0.005898719,0.009099571,0.018132275,0.025608468,0.036900764,0.048695652,0.08021495,0.133291064,0.166484873,0.18508146,0.207385396,0.211887079,0.215369249
2011,Male,Mortality,Tongue cancer,0,0,0,0,0,0.0024578,0.008029033,0.023672692,0.051750445,0.087706163,0.11942029,0.182603138,0.229116532,0.283215646,0.344592455,0.425604358,0.691308349,1.719832699
2011,Male,Mortality,Unknown primary site,0,0,0,0,0,0,0.000535269,0,0.00053351,0.001069587,0.002898551,0.005217233,0.013689353,0.02583386,0.054793853,0.077382611,0.126276138,0.415132031
2011,Female,Mortality,Acute lymphoblastic leukaemia,0,0,0,0,0,0,0,0,0,0.000519918,0.001696756,0.003149329,0.003510866,0.006473869,0.011204105,0.016959324,0.027950745,0.045902055
2011,Female,Mortality,Acute myeloid leukaemia,0,0,0,0,0.00255377,0.001518303,0.001603703,0.007328799,0.009869515,0.02131664,0.035066287,0.078733214,0.113049889,0.169245424,0.299149608,0.451378923,0.571437445,0.815157175
2011,Female,Mortality,Anal cancer,0.001201281,0,0,0.000573207,0,0.000506101,0.002138271,0.00293152,0.006233378,0.014557706,0.04298448,0.057947646,0.088473826,0.119304152,0.156857473,0.187857124,0.190996755,0.212099148
2011,Female,Mortality,Bladder cancer,0.001201281,0,0,0.000573207,0,0.001012202,0.002138271,0.00293152,0.006233378,0.015077624,0.04298448,0.057947646,0.089176,0.119304152,0.157977883,0.189161688,0.195655212,0.218430466
2011,Female,Mortality,Bowel cancer,0,0,0,0,0.001021508,0.001012202,0.001069136,0.002442933,0.002077793,0.003639426,0.000565585,0.003779194,0.001404346,0.006473869,0.011204105,0.023482141,0.013975372,0.014245465
2011,Female,Mortality,Brain cancer,0.001201281,0.000635987,0,0.000573207,0,0.000506101,0.000534568,0.002442933,0.008830618,0.019756886,0.018664314,0.043460734,0.064599937,0.090634162,0.121004336,0.138283716,0.262426435,0.283326474
2011,Female,Mortality,Breast cancer,0,0,0,0,0,0,0,0.000488587,0,0.001039836,0.009049364,0.00881812,0.018958677,0.031444505,0.050418473,0.053487098,0.063665585,0.052233372
2011,Female,Mortality,Cervical cancer,0.001201281,0.000635987,0.000621736,0.000573207,0.002043016,0.001518303,0.002672839,0.005863039,0.005194481,0.020276804,0.051468259,0.076843617,0.096899905,0.153523172,0.222961693,0.237430532,0.29037718,0.26591535
2011,Female,Mortality,Chronic lymphocytic leukaemia,0,0,0,0.000573207,0,0.002530505,0.001603703,0.009283146,0.034283577,0.082666972,0.178159359,0.330049633,0.617210266,1.037668667,1.459894905,1.718109949,2.015559248,1.703124505
2011,Female,Mortality,Chronic myeloid leukaemia,0.00060064,0,0,0.000573207,0.001021508,0.005567112,0.006949382,0.014169012,0.020258477,0.026515821,0.043550066,0.07495402,0.111645543,0.144274788,0.201673893,0.223080335,0.316775105,0.346639653
2011,Female,Mortality,Colon cancer,0,0,0,0,0,0.000506101,0,0,0.001038896,0.002079672,0.006787023,0.01763624,0.046343433,0.075836748,0.144532957,0.13567459,0.190996755,0.131374846
2011,Female,Mortality,Head and neck excluding lip,0,0.000635987,0,0,0,0,0,0.000488587,0.000519448,0.007798771,0.011877291,0.02645436,0.053365165,0.096183192,0.135569673,0.169593237,0.276401807,0.220013296
2011,Female,Mortality,Head and neck including lip,0.00060064,0.001271973,0.001865208,0.001146414,0.001021508,0.002530505,0.004276543,0.003908693,0.003116689,0.010918279,0.024885752,0.047239928,0.086367307,0.129477374,0.174784041,0.256998982,0.413049892,0.454272057
2011,Female,Mortality,Hodgkin lymphoma,0,0,0,0,0,0,0,0.000488587,0.002077793,0.003639426,0.00961495,0.011967449,0.01966085,0.024970636,0.036973547,0.087405745,0.114908617,0.262749691
2011,Female,Mortality,Kidney cancer,0,0,0,0.000573207,0.000510754,0,0.000534568,0.00146576,0.009869515,0.015077624,0.036197457,0.056058048,0.118667275,0.141500273,0.183747325,0.206121011,0.263979254,0.278577986
2011,Female,Mortality,Laryngeal cancer,0,0,0,0.000573207,0,0.000506101,0.003741975,0.006351626,0.009350066,0.033794674,0.055427356,0.100778514,0.143945511,0.283925384,0.405588608,0.467033684,0.666159412,0.641045934
2011,Female,Mortality,Liver cancer,0,0,0,0,0.001021508,0.004048808,0.003741975,0.008794559,0.0140251,0.022876395,0.046943577,0.083142274,0.129199874,0.198840253,0.330521103,0.354841235,0.414602711,0.476431669
2011,Female,Mortality,Lung cancer,0,0,0.000621736,0,0.000510754,0.000506101,0.001069136,0.004885866,0.012986203,0.017157296,0.029410434,0.047869794,0.061089071,0.101732222,0.161339115,0.217862082,0.274848988,0.335559847
2011,Female,Mortality,Melanoma of the skin,0,0,0,0,0,0,0.000534568,0.000488587,0.000519448,0.001559754,0.002262341,0.003779194,0.011936945,0.006473869,0.014565337,0.028700394,0.024845106,0.039570737
2011,Female,Mortality,Mesothelioma,0,0,0,0,0,0,0.001603703,0.000488587,0.001558344,0.004159344,0.00961495,0.010707717,0.02176737,0.024970636,0.02240821,0.039136901,0.031056383,0.033239419
2011,Female,Mortality,Myeloma,0,0,0,0.001146414,0.000510754,0.001012202,0.003741975,0.008305972,0.014544548,0.02131664,0.035631872,0.063616437,0.115858582,0.184042839,0.292427145,0.447465233,0.650631221,0.971857292
2011,Female,Mortality,Non-Hodgkin lymphoma,0.00060064,0.00190796,0.001243472,0.00401245,0.001532262,0.000506101,0.000534568,0.000977173,0.000519448,0.001039836,0.000565585,0,0.007021732,0.006473869,0.010083695,0.006522817,0.006211277,0.001582829
2011,Female,Mortality,Non-melanoma skin cancer all types,0.00060064,0,0.000621736,0.000573207,0.001021508,0.00506101,0.002138271,0.000488587,0.002597241,0.005199181,0.007352608,0.013857046,0.026682583,0.049941273,0.077308326,0.106974196,0.122672712,0.106049574
2011,Female,Mortality,Oesophageal cancer,0,0,0,0,0,0,0,0,0,0,0.000565585,0,0.000702173,0.000924838,0,0.002609127,0.001552819,0.003165659
2011,Female,Mortality,Ovarian cancer,0,0,0,0,0,0,0,0,0.000519448,0.001559754,0.007352608,0.016376509,0.028789102,0.060114495,0.100836947,0.180029744,0.240686967,0.348222483
2011,Female,Mortality,Pancreatic cancer,0,0,0,0.000573207,0.001021508,0.00506101,0.00481111,0.007328799,0.012986203,0.020276804,0.042418895,0.069915094,0.167117228,0.283925384,0.368615061,0.499647768,0.512430317,0.546076166
2011,Female,Mortality,Rectal cancer,0.004204482,0.00381592,0.001243472,0.002292829,0.002043016,0.002530505,0.00748395,0.008794559,0.017141789,0.022356477,0.035631872,0.0440906,0.077941228,0.102657061,0.100836947,0.112192449,0.076088138,0.068061667
2011,Female,Mortality,Stomach cancer,0,0,0,0,0,0,0,0,0,0,0,0.001259731,0.002808693,0.002774515,0,0.005218253,0.006211277,0.009496977
